"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1","TRUE","0.00060835566545935","308","3794","134","0.0353189246178176","0.435064935064935","GO:0010608","GO:BP","post-transcriptional regulation of gene expression","11884","4069","GO:0010468"
"query_1","TRUE","0.000655778758245285","61","3794","36","0.00948866631523458","0.590163934426229","GO:0006405","GO:BP","RNA export from nucleus","11884","2058","c(""GO:0050658"", ""GO:0051168"")"
"query_1","TRUE","0.000757447649781119","75","3794","42","0.011070110701107","0.56","GO:0050684","GO:BP","regulation of mRNA processing","11884","12356","c(""GO:0006397"", ""GO:1903311"")"
"query_1","TRUE","0.000757447649781119","89","3794","48","0.0126515550869794","0.539325842696629","GO:0046390","GO:BP","ribose phosphate biosynthetic process","11884","11311","c(""GO:0019693"", ""GO:0090407"", ""GO:1901137"")"
"query_1","TRUE","0.000757447649781119","20","3794","16","0.00421718502899315","0.8","GO:0051382","GO:BP","kinetochore assembly","11884","12775","c(""GO:0051383"", ""GO:0065003"", ""GO:0140694"")"
"query_1","TRUE","0.000757447649781119","20","3794","16","0.00421718502899315","0.8","GO:0051984","GO:BP","positive regulation of chromosome segregation","11884","13104","c(""GO:0007059"", ""GO:0051983"", ""GO:0090068"")"
"query_1","TRUE","0.000757447649781119","264","3794","117","0.0308381655245124","0.443181818181818","GO:0009117","GO:BP","nucleotide metabolic process","11884","3136","GO:0006753"
"query_1","TRUE","0.000844294016577278","667","3794","263","0.0693199789140749","0.394302848575712","GO:0006325","GO:BP","chromatin organization","11884","2014","GO:0016043"
"query_1","TRUE","0.00101341773343623","38","3794","25","0.00658935160780179","0.657894736842105","GO:0045839","GO:BP","negative regulation of mitotic nuclear division","11884","10882","c(""GO:0007088"", ""GO:0010948"", ""GO:0045930"", ""GO:0051784"", ""GO:0140014"")"
"query_1","TRUE","0.00103711108157838","32","3794","22","0.00579862941486558","0.6875","GO:0071174","GO:BP","mitotic spindle checkpoint signaling","11884","15336","c(""GO:0007093"", ""GO:0031577"")"
"query_1","TRUE","0.00103711108157838","30","3794","21","0.00553505535055351","0.7","GO:0033260","GO:BP","nuclear DNA replication","11884","7575","GO:0044786"
"query_1","TRUE","0.00103711108157838","34","3794","23","0.00606220347917765","0.676470588235294","GO:0033048","GO:BP","negative regulation of mitotic sister chromatid segregation","11884","7487","c(""GO:0000070"", ""GO:0033046"", ""GO:0033047"")"
"query_1","TRUE","0.00103711108157838","32","3794","22","0.00579862941486558","0.6875","GO:0071173","GO:BP","spindle assembly checkpoint signaling","11884","15335","GO:0031577"
"query_1","TRUE","0.00103711108157838","34","3794","23","0.00606220347917765","0.676470588235294","GO:0033046","GO:BP","negative regulation of sister chromatid segregation","11884","7485","c(""GO:0000819"", ""GO:0033045"", ""GO:0051985"", ""GO:2001251"")"
"query_1","TRUE","0.00103711108157838","34","3794","23","0.00606220347917765","0.676470588235294","GO:0051985","GO:BP","negative regulation of chromosome segregation","11884","13105","c(""GO:0007059"", ""GO:0010948"", ""GO:0051983"")"
"query_1","TRUE","0.00103711108157838","34","3794","23","0.00606220347917765","0.676470588235294","GO:2000816","GO:BP","negative regulation of mitotic sister chromatid separation","11884","24163","c(""GO:0010965"", ""GO:0033048"", ""GO:0051306"", ""GO:1905819"")"
"query_1","TRUE","0.00103711108157838","32","3794","22","0.00579862941486558","0.6875","GO:0007094","GO:BP","mitotic spindle assembly checkpoint signaling","11884","2543","c(""GO:0045841"", ""GO:0071173"", ""GO:0071174"")"
"query_1","TRUE","0.00103711108157838","28","3794","20","0.00527148128624143","0.714285714285714","GO:0009156","GO:BP","ribonucleoside monophosphate biosynthetic process","11884","3173","GO:0009124"
"query_1","TRUE","0.00103711108157838","28","3794","20","0.00527148128624143","0.714285714285714","GO:0000460","GO:BP","maturation of 5.8S rRNA","11884","149","GO:0006364"
"query_1","TRUE","0.00103711108157838","177","3794","83","0.021876647337902","0.468926553672316","GO:1901293","GO:BP","nucleoside phosphate biosynthetic process","11884","19980","c(""GO:0006753"", ""GO:0034654"", ""GO:0090407"")"
"query_1","TRUE","0.00103711108157838","901","3794","344","0.0906694781233527","0.381798002219756","GO:0009057","GO:BP","macromolecule catabolic process","11884","3093","c(""GO:0009056"", ""GO:0043170"")"
"query_1","TRUE","0.00103711108157838","34","3794","23","0.00606220347917765","0.676470588235294","GO:1902100","GO:BP","negative regulation of metaphase/anaphase transition of cell cycle","11884","20527","c(""GO:0044784"", ""GO:1901988"", ""GO:1902099"")"
"query_1","TRUE","0.00103711108157838","32","3794","22","0.00579862941486558","0.6875","GO:0031577","GO:BP","spindle checkpoint signaling","11884","6764","GO:0000075"
"query_1","TRUE","0.00103711108157838","34","3794","23","0.00606220347917765","0.676470588235294","GO:0045841","GO:BP","negative regulation of mitotic metaphase/anaphase transition","11884","10884","c(""GO:0007091"", ""GO:0030071"", ""GO:0045839"", ""GO:1901991"", ""GO:1902100"", ""GO:2000816"")"
"query_1","TRUE","0.00103711108157838","34","3794","23","0.00606220347917765","0.676470588235294","GO:1905819","GO:BP","negative regulation of chromosome separation","11884","23105","c(""GO:0051304"", ""GO:0051985"", ""GO:1905818"")"
"query_1","TRUE","0.00103711108157838","102","3794","53","0.0139694254085398","0.519607843137255","GO:0031023","GO:BP","microtubule organizing center organization","11884","6550","c(""GO:0000226"", ""GO:0007017"", ""GO:0016043"")"
"query_1","TRUE","0.00105387018517726","60","3794","35","0.00922509225092251","0.583333333333333","GO:0048024","GO:BP","regulation of mRNA splicing, via spliceosome","11884","11631","c(""GO:0000398"", ""GO:0043484"", ""GO:0050684"")"
"query_1","TRUE","0.00130656144517436","17","3794","14","0.003690036900369","0.823529411764706","GO:0051315","GO:BP","attachment of mitotic spindle microtubules to kinetochore","11884","12741","c(""GO:0007080"", ""GO:0008608"", ""GO:1903047"")"
"query_1","TRUE","0.0013136535685571","191","3794","88","0.0231945176594623","0.460732984293194","GO:0009259","GO:BP","ribonucleotide metabolic process","11884","3268","c(""GO:0009117"", ""GO:0019693"")"
"query_1","TRUE","0.00158901231348132","41","3794","26","0.00685292567211386","0.634146341463415","GO:0007080","GO:BP","mitotic metaphase chromosome alignment","11884","2536","c(""GO:0000070"", ""GO:0051310"", ""GO:1903047"")"
"query_1","TRUE","0.00158901231348132","41","3794","26","0.00685292567211386","0.634146341463415","GO:0030490","GO:BP","maturation of SSU-rRNA","11884","6372","c(""GO:0006364"", ""GO:0042274"")"
"query_1","TRUE","0.0016439909556298","9","3794","9","0.00237216657880865","1","GO:0090306","GO:BP","meiotic spindle assembly","11884","16983","c(""GO:0000212"", ""GO:0045132"", ""GO:0051225"")"
"query_1","TRUE","0.00170442377835902","39","3794","25","0.00658935160780179","0.641025641025641","GO:0031297","GO:BP","replication fork processing","11884","6666","GO:0045005"
"query_1","TRUE","0.00186334828663244","87","3794","46","0.0121244069583553","0.528735632183908","GO:0051225","GO:BP","spindle assembly","11884","12681","c(""GO:0007051"", ""GO:0007059"", ""GO:0140694"")"
"query_1","TRUE","0.0019982752857014","73","3794","40","0.0105429625724829","0.547945205479452","GO:0009152","GO:BP","purine ribonucleotide biosynthetic process","11884","3169","c(""GO:0006164"", ""GO:0009150"", ""GO:0009260"")"
"query_1","TRUE","0.0019982752857014","73","3794","40","0.0105429625724829","0.547945205479452","GO:0051028","GO:BP","mRNA transport","11884","12574","GO:0050658"
"query_1","TRUE","0.00211572773824231","25","3794","18","0.00474433315761729","0.72","GO:0007143","GO:BP","female meiotic nuclear division","11884","2580","c(""GO:0007292"", ""GO:0140013"")"
"query_1","TRUE","0.00211572773824231","25","3794","18","0.00474433315761729","0.72","GO:0000470","GO:BP","maturation of LSU-rRNA","11884","158","c(""GO:0006364"", ""GO:0042273"")"
"query_1","TRUE","0.00220804994822277","217","3794","97","0.025566684238271","0.447004608294931","GO:0045786","GO:BP","negative regulation of cell cycle","11884","10846","c(""GO:0007049"", ""GO:0048523"", ""GO:0051726"")"
"query_1","TRUE","0.00224418772024493","90","3794","47","0.0123879810226674","0.522222222222222","GO:2000779","GO:BP","regulation of double-strand break repair","11884","24131","c(""GO:0006282"", ""GO:0006302"")"
"query_1","TRUE","0.00224418772024493","71","3794","39","0.0102793885081708","0.549295774647887","GO:1901989","GO:BP","positive regulation of cell cycle phase transition","11884","20446","c(""GO:0044770"", ""GO:0090068"", ""GO:1901987"")"
"query_1","TRUE","0.0030184708826073","40","3794","25","0.00658935160780179","0.625","GO:0051784","GO:BP","negative regulation of nuclear division","11884","13004","c(""GO:0000280"", ""GO:0010639"", ""GO:0051783"")"
"query_1","TRUE","0.00307664029655159","156","3794","73","0.0192409066947812","0.467948717948718","GO:0040029","GO:BP","epigenetic regulation of gene expression","11884","9282","c(""GO:0006338"", ""GO:0010468"")"
"query_1","TRUE","0.00308168731445644","16","3794","13","0.00342646283605693","0.8125","GO:2000036","GO:BP","regulation of stem cell population maintenance","11884","23548","c(""GO:0019827"", ""GO:0050793"", ""GO:0051239"")"
"query_1","TRUE","0.00308168731445644","195","3794","88","0.0231945176594623","0.451282051282051","GO:0019693","GO:BP","ribose phosphate metabolic process","11884","5607","c(""GO:0006796"", ""GO:0019637"", ""GO:1901135"")"
"query_1","TRUE","0.00308168731445644","16","3794","13","0.00342646283605693","0.8125","GO:0000076","GO:BP","DNA replication checkpoint signaling","11884","26","GO:0031570"
"query_1","TRUE","0.00311384721187044","91","3794","47","0.0123879810226674","0.516483516483517","GO:0044839","GO:BP","cell cycle G2/M phase transition","11884","10433","GO:0044770"
"query_1","TRUE","0.00363074150450858","77","3794","41","0.0108065366367949","0.532467532467532","GO:0051783","GO:BP","regulation of nuclear division","11884","13003","c(""GO:0000280"", ""GO:0033043"")"
"query_1","TRUE","0.00369590781659287","18","3794","14","0.003690036900369","0.777777777777778","GO:0071459","GO:BP","protein localization to chromosome, centromeric region","11884","15554","GO:0034502"
"query_1","TRUE","0.0037810049875249","63","3794","35","0.00922509225092251","0.555555555555556","GO:0010569","GO:BP","regulation of double-strand break repair via homologous recombination","11884","4036","c(""GO:0000018"", ""GO:0000724"", ""GO:2000779"")"
"query_1","TRUE","0.00432299798936458","92","3794","47","0.0123879810226674","0.510869565217391","GO:0071897","GO:BP","DNA biosynthetic process","11884","15825","c(""GO:0006259"", ""GO:0141187"")"
"query_1","TRUE","0.004480674933165","26","3794","18","0.00474433315761729","0.692307692307692","GO:0009126","GO:BP","purine nucleoside monophosphate metabolic process","11884","3143","GO:0009123"
"query_1","TRUE","0.00466367829941939","52","3794","30","0.00790722192936215","0.576923076923077","GO:0009123","GO:BP","nucleoside monophosphate metabolic process","11884","3140","GO:0006753"
"query_1","TRUE","0.0047530288364005","213","3794","94","0.0247759620453347","0.44131455399061","GO:0006417","GO:BP","regulation of translation","11884","2066","c(""GO:0006412"", ""GO:0010608"", ""GO:0051246"")"
"query_1","TRUE","0.00475521538604726","221","3794","97","0.025566684238271","0.438914027149321","GO:0006163","GO:BP","purine nucleotide metabolic process","11884","1895","c(""GO:0009117"", ""GO:0072521"")"
"query_1","TRUE","0.00499160748357784","179","3794","81","0.0213494992092778","0.452513966480447","GO:1903311","GO:BP","regulation of mRNA metabolic process","11884","21291","c(""GO:0016071"", ""GO:0051252"")"
"query_1","TRUE","0.0055614838431886","57","3794","32","0.00843437005798629","0.56140350877193","GO:0042273","GO:BP","ribosomal large subunit biogenesis","11884","9421","c(""GO:0022613"", ""GO:0042254"")"
"query_1","TRUE","0.00561970617938684","13","3794","11","0.00289931470743279","0.846153846153846","GO:0007076","GO:BP","mitotic chromosome condensation","11884","2532","c(""GO:0000070"", ""GO:0030261"", ""GO:1903047"")"
"query_1","TRUE","0.00561970617938684","177","3794","80","0.0210859251449657","0.451977401129944","GO:0009150","GO:BP","purine ribonucleotide metabolic process","11884","3167","c(""GO:0006163"", ""GO:0009259"")"
"query_1","TRUE","0.00561970617938684","13","3794","11","0.00289931470743279","0.846153846153846","GO:0034501","GO:BP","protein localization to kinetochore","11884","8093","c(""GO:0071459"", ""GO:1903083"")"
"query_1","TRUE","0.00561970617938684","13","3794","11","0.00289931470743279","0.846153846153846","GO:1903083","GO:BP","protein localization to condensed chromosome","11884","21176","GO:0034502"
"query_1","TRUE","0.00601550004622503","37","3794","23","0.00606220347917765","0.621621621621622","GO:0007062","GO:BP","sister chromatid cohesion","11884","2527","c(""GO:0022402"", ""GO:0051276"")"
"query_1","TRUE","0.0064224967706511","86","3794","44","0.0115972588297312","0.511627906976744","GO:0006164","GO:BP","purine nucleotide biosynthetic process","11884","1896","c(""GO:0006163"", ""GO:0009165"", ""GO:0072522"")"
"query_1","TRUE","0.00651453064094753","359","3794","147","0.0387453874538745","0.409470752089136","GO:0006753","GO:BP","nucleoside phosphate metabolic process","11884","2324","c(""GO:0006796"", ""GO:0019637"", ""GO:0055086"")"
"query_1","TRUE","0.00653219057139796","35","3794","22","0.00579862941486558","0.628571428571429","GO:0006284","GO:BP","base-excision repair","11884","1991","GO:0006281"
"query_1","TRUE","0.00695475119857174","884","3794","331","0.0872430152872957","0.374434389140271","GO:0007010","GO:BP","cytoskeleton organization","11884","2489","GO:0006996"
"query_1","TRUE","0.00707268235758438","15","3794","12","0.00316288877174486","0.8","GO:1902969","GO:BP","mitotic DNA replication","11884","21090","c(""GO:0033260"", ""GO:1903047"")"
"query_1","TRUE","0.00707268235758438","33","3794","21","0.00553505535055351","0.636363636363636","GO:0000381","GO:BP","regulation of alternative mRNA splicing, via spliceosome","11884","112","c(""GO:0000380"", ""GO:0048024"")"
"query_1","TRUE","0.00707268235758438","15","3794","12","0.00316288877174486","0.8","GO:0051988","GO:BP","regulation of attachment of spindle microtubules to kinetochore","11884","13108","c(""GO:0008608"", ""GO:0010564"")"
"query_1","TRUE","0.00710443587851343","218","3794","95","0.0250395361096468","0.435779816513761","GO:0010639","GO:BP","negative regulation of organelle organization","11884","4098","c(""GO:0006996"", ""GO:0033043"", ""GO:0051129"")"
"query_1","TRUE","0.0076283244608724","94","3794","47","0.0123879810226674","0.5","GO:0000956","GO:BP","nuclear-transcribed mRNA catabolic process","11884","252","GO:0006402"
"query_1","TRUE","0.00768336728166418","109","3794","53","0.0139694254085398","0.486238532110092","GO:0000082","GO:BP","G1/S transition of mitotic cell cycle","11884","30","c(""GO:0044772"", ""GO:0044843"")"
"query_1","TRUE","0.00790036776658665","77","3794","40","0.0105429625724829","0.519480519480519","GO:1902749","GO:BP","regulation of cell cycle G2/M phase transition","11884","20933","c(""GO:0044839"", ""GO:1901987"")"
"query_1","TRUE","0.00864626936564017","153","3794","70","0.018450184501845","0.457516339869281","GO:0051054","GO:BP","positive regulation of DNA metabolic process","11884","12593","c(""GO:0006259"", ""GO:0010604"", ""GO:0051052"")"
"query_1","TRUE","0.00869824609131345","19","3794","14","0.003690036900369","0.736842105263158","GO:0009127","GO:BP","purine nucleoside monophosphate biosynthetic process","11884","3144","c(""GO:0009124"", ""GO:0009126"")"
"query_1","TRUE","0.00869824609131345","19","3794","14","0.003690036900369","0.736842105263158","GO:0000466","GO:BP","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","11884","155","GO:0000460"
"query_1","TRUE","0.00897697930303847","23","3794","16","0.00421718502899315","0.695652173913043","GO:0015986","GO:BP","proton motive force-driven ATP synthesis","11884","4820","GO:0006754"
"query_1","TRUE","0.00923387222572768","10","3794","9","0.00237216657880865","0.9","GO:0000727","GO:BP","double-strand break repair via break-induced replication","11884","202","GO:0000724"
"query_1","TRUE","0.00923387222572768","10","3794","9","0.00237216657880865","0.9","GO:0031365","GO:BP","N-terminal protein amino acid modification","11884","6687","GO:0036211"
"query_1","TRUE","0.00923387222572768","10","3794","9","0.00237216657880865","0.9","GO:0006271","GO:BP","DNA strand elongation involved in DNA replication","11884","1979","c(""GO:0006261"", ""GO:0022616"")"
"query_1","TRUE","0.00946875669460759","120","3794","57","0.0150237216657881","0.475","GO:0044843","GO:BP","cell cycle G1/S phase transition","11884","10434","GO:0044770"
"query_1","TRUE","0.00989810501737876","105","3794","51","0.0134422772799157","0.485714285714286","GO:0000723","GO:BP","telomere maintenance","11884","199","c(""GO:0006259"", ""GO:0032200"")"
"query_1","TRUE","0.00989810501737876","105","3794","51","0.0134422772799157","0.485714285714286","GO:0032200","GO:BP","telomere organization","11884","6907","GO:0051276"
"query_1","TRUE","0.0100044962414726","61","3794","33","0.00869794412229836","0.540983606557377","GO:1901992","GO:BP","positive regulation of mitotic cell cycle phase transition","11884","20449","c(""GO:0044772"", ""GO:0045931"", ""GO:1901989"", ""GO:1901990"")"
"query_1","TRUE","0.0114550736295457","93","3794","46","0.0121244069583553","0.494623655913978","GO:0000018","GO:BP","regulation of DNA recombination","11884","5","c(""GO:0006310"", ""GO:0051052"")"
"query_1","TRUE","0.0117335724276968","126","3794","59","0.0155508697944122","0.468253968253968","GO:0072522","GO:BP","purine-containing compound biosynthetic process","11884","16246","c(""GO:0009058"", ""GO:0072521"")"
"query_1","TRUE","0.0123556197973226","7","3794","7","0.0018450184501845","1","GO:0007056","GO:BP","spindle assembly involved in female meiosis","11884","2522","c(""GO:0007143"", ""GO:0090306"")"
"query_1","TRUE","0.0124772783834214","43","3794","25","0.00658935160780179","0.581395348837209","GO:0051653","GO:BP","spindle localization","11884","12941","c(""GO:0022402"", ""GO:0051640"")"
"query_1","TRUE","0.0126757419102378","81","3794","41","0.0108065366367949","0.506172839506173","GO:0000086","GO:BP","G2/M transition of mitotic cell cycle","11884","33","c(""GO:0044772"", ""GO:0044839"")"
"query_1","TRUE","0.0129116378684266","86","3794","43","0.0113336847654191","0.5","GO:0031109","GO:BP","microtubule polymerization or depolymerization","11884","6586","GO:0000226"
"query_1","TRUE","0.0133326902898148","69","3794","36","0.00948866631523458","0.521739130434783","GO:0061982","GO:BP","meiosis I cell cycle process","11884","14665","GO:1903046"
"query_1","TRUE","0.0133326902898148","69","3794","36","0.00948866631523458","0.521739130434783","GO:0010389","GO:BP","regulation of G2/M transition of mitotic cell cycle","11884","3928","c(""GO:0000086"", ""GO:1901990"", ""GO:1902749"")"
"query_1","TRUE","0.0140790258563532","30","3794","19","0.00500790722192936","0.633333333333333","GO:0022616","GO:BP","DNA strand elongation","11884","6188","GO:0006259"
"query_1","TRUE","0.0147950359161413","84","3794","42","0.011070110701107","0.5","GO:0051053","GO:BP","negative regulation of DNA metabolic process","11884","12592","c(""GO:0006259"", ""GO:0010605"", ""GO:0045934"", ""GO:0051052"")"
"query_1","TRUE","0.0164517832112461","26","3794","17","0.00448075909330522","0.653846153846154","GO:0032210","GO:BP","regulation of telomere maintenance via telomerase","11884","6917","c(""GO:0007004"", ""GO:1904356"", ""GO:2000278"")"
"query_1","TRUE","0.016718770600826","77","3794","39","0.0102793885081708","0.506493506493506","GO:2000045","GO:BP","regulation of G1/S transition of mitotic cell cycle","11884","23555","c(""GO:0000082"", ""GO:1901990"", ""GO:1902806"")"
"query_1","TRUE","0.0167254895556562","372","3794","149","0.0392725355824987","0.400537634408602","GO:0055086","GO:BP","nucleobase-containing small molecule metabolic process","11884","13262","c(""GO:0006139"", ""GO:0044281"")"
"query_1","TRUE","0.0169645306695573","53","3794","29","0.00764364786505008","0.547169811320755","GO:0009142","GO:BP","nucleoside triphosphate biosynthetic process","11884","3159","c(""GO:0009141"", ""GO:1901293"")"
"query_1","TRUE","0.0169645306695573","97","3794","47","0.0123879810226674","0.484536082474227","GO:0043484","GO:BP","regulation of RNA splicing","11884","10051","c(""GO:0008380"", ""GO:0010468"", ""GO:0080090"")"
"query_1","TRUE","0.0171810489379056","24","3794","16","0.00421718502899315","0.666666666666667","GO:0009167","GO:BP","purine ribonucleoside monophosphate metabolic process","11884","3181","GO:0009126"
"query_1","TRUE","0.0181487614532075","18","3794","13","0.00342646283605693","0.722222222222222","GO:1905820","GO:BP","positive regulation of chromosome separation","11884","23106","c(""GO:0051304"", ""GO:0090068"", ""GO:1905818"")"
"query_1","TRUE","0.0181487614532075","18","3794","13","0.00342646283605693","0.722222222222222","GO:0001522","GO:BP","pseudouridine synthesis","11884","316","GO:0009451"
"query_1","TRUE","0.0181487614532075","18","3794","13","0.00342646283605693","0.722222222222222","GO:0000463","GO:BP","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","11884","152","GO:0000470"
"query_1","TRUE","0.0181705410161461","20","3794","14","0.003690036900369","0.7","GO:0030261","GO:BP","chromosome condensation","11884","6309","GO:0051276"
"query_1","TRUE","0.018791700791589","75","3794","38","0.0100158144438587","0.506666666666667","GO:0006275","GO:BP","regulation of DNA replication","11884","1983","c(""GO:0006260"", ""GO:0051052"")"
"query_1","TRUE","0.0190474449914203","95","3794","46","0.0121244069583553","0.484210526315789","GO:0045814","GO:BP","negative regulation of gene expression, epigenetic","11884","10864","c(""GO:0010629"", ""GO:0040029"")"
"query_1","TRUE","0.0190474449914203","35","3794","21","0.00553505535055351","0.6","GO:0007004","GO:BP","telomere maintenance via telomerase","11884","2483","c(""GO:0006278"", ""GO:0010833"")"
"query_1","TRUE","0.0190474449914203","35","3794","21","0.00553505535055351","0.6","GO:0006754","GO:BP","ATP biosynthetic process","11884","2325","c(""GO:0009152"", ""GO:0009206"", ""GO:0046034"")"
"query_1","TRUE","0.0195864852652373","131","3794","60","0.0158144438587243","0.458015267175573","GO:0006282","GO:BP","regulation of DNA repair","11884","1989","c(""GO:0006281"", ""GO:0051052"", ""GO:0080135"")"
"query_1","TRUE","0.0206108093626362","68","3794","35","0.00922509225092251","0.514705882352941","GO:2001252","GO:BP","positive regulation of chromosome organization","11884","24493","c(""GO:0010638"", ""GO:0033044"", ""GO:0051276"")"
"query_1","TRUE","0.0206108093626362","68","3794","35","0.00922509225092251","0.514705882352941","GO:0034502","GO:BP","protein localization to chromosome","11884","8094","GO:0033365"
"query_1","TRUE","0.0209438089495257","296","3794","121","0.0318924617817607","0.408783783783784","GO:0072521","GO:BP","purine-containing compound metabolic process","11884","16245","GO:0008152"
"query_1","TRUE","0.0220185138813381","116","3794","54","0.0142329994728519","0.46551724137931","GO:0050821","GO:BP","protein stabilization","11884","12421","GO:0031647"
"query_1","TRUE","0.0223433086890766","61","3794","32","0.00843437005798629","0.524590163934426","GO:0051298","GO:BP","centrosome duplication","11884","12728","c(""GO:0007098"", ""GO:0022402"")"
"query_1","TRUE","0.0223433086890766","61","3794","32","0.00843437005798629","0.524590163934426","GO:0007127","GO:BP","meiosis I","11884","2564","c(""GO:0061982"", ""GO:0140013"")"
"query_1","TRUE","0.0225966269464648","9","3794","8","0.00210859251449657","0.888888888888889","GO:0033314","GO:BP","mitotic DNA replication checkpoint signaling","11884","7597","c(""GO:0000076"", ""GO:0044774"", ""GO:0044818"")"
"query_1","TRUE","0.0236475972630089","40","3794","23","0.00606220347917765","0.575","GO:0044818","GO:BP","mitotic G2/M transition checkpoint","11884","10421","c(""GO:0007093"", ""GO:0010972"")"
"query_1","TRUE","0.0241569848263149","47","3794","26","0.00685292567211386","0.553191489361702","GO:0009201","GO:BP","ribonucleoside triphosphate biosynthetic process","11884","3213","GO:0009142"
"query_1","TRUE","0.0241569848263149","169","3794","74","0.0195044807590933","0.437869822485207","GO:0006399","GO:BP","tRNA metabolic process","11884","2052","GO:0016070"
"query_1","TRUE","0.0241569848263149","47","3794","26","0.00685292567211386","0.553191489361702","GO:0010972","GO:BP","negative regulation of G2/M transition of mitotic cell cycle","11884","4334","c(""GO:0000086"", ""GO:0010389"", ""GO:1901991"", ""GO:1902750"")"
"query_1","TRUE","0.0247032292759581","86","3794","42","0.011070110701107","0.488372093023256","GO:1902806","GO:BP","regulation of cell cycle G1/S phase transition","11884","20976","c(""GO:0044843"", ""GO:1901987"")"
"query_1","TRUE","0.0247032292759581","86","3794","42","0.011070110701107","0.488372093023256","GO:0031570","GO:BP","DNA integrity checkpoint signaling","11884","6761","GO:0000075"
"query_1","TRUE","0.0278905778400433","1910","3794","669","0.176331049024776","0.350261780104712","GO:0006950","GO:BP","response to stress","11884","2451","GO:0050896"
"query_1","TRUE","0.0278905778400433","27","3794","17","0.00448075909330522","0.62962962962963","GO:0000387","GO:BP","spliceosomal snRNP assembly","11884","113","c(""GO:0000398"", ""GO:0022618"")"
"query_1","TRUE","0.0299208406803411","11","3794","9","0.00237216657880865","0.818181818181818","GO:0046040","GO:BP","IMP metabolic process","11884","11036","c(""GO:0009150"", ""GO:0009167"")"
"query_1","TRUE","0.0299208406803411","11","3794","9","0.00237216657880865","0.818181818181818","GO:0009130","GO:BP","pyrimidine nucleoside monophosphate biosynthetic process","11884","3147","c(""GO:0009124"", ""GO:0009129"")"
"query_1","TRUE","0.0299208406803411","36","3794","21","0.00553505535055351","0.583333333333333","GO:0006278","GO:BP","RNA-templated DNA biosynthetic process","11884","1986","GO:0071897"
"query_1","TRUE","0.0299208406803411","11","3794","9","0.00237216657880865","0.818181818181818","GO:0001833","GO:BP","inner cell mass cell proliferation","11884","477","c(""GO:0001832"", ""GO:0008283"")"
"query_1","TRUE","0.0303265855172582","149","3794","66","0.0173958882445967","0.442953020134228","GO:0009141","GO:BP","nucleoside triphosphate metabolic process","11884","3158","GO:0006753"
"query_1","TRUE","0.0311142939563906","43","3794","24","0.00632577754348972","0.558139534883721","GO:0009145","GO:BP","purine nucleoside triphosphate biosynthetic process","11884","3162","c(""GO:0009142"", ""GO:0009144"")"
"query_1","TRUE","0.0320114022865744","6","3794","6","0.00158144438587243","1","GO:0051661","GO:BP","maintenance of centrosome location","11884","12949","c(""GO:0051642"", ""GO:0051657"")"
"query_1","TRUE","0.0320114022865744","6","3794","6","0.00158144438587243","1","GO:0030397","GO:BP","membrane disassembly","11884","6349","c(""GO:0022411"", ""GO:0061024"")"
"query_1","TRUE","0.0320114022865744","6","3794","6","0.00158144438587243","1","GO:0070202","GO:BP","regulation of establishment of protein localization to chromosome","11884","14878","c(""GO:0070199"", ""GO:0070201"")"
"query_1","TRUE","0.0320114022865744","23","3794","15","0.00395361096468108","0.652173913043478","GO:0070129","GO:BP","regulation of mitochondrial translation","11884","14821","c(""GO:0006417"", ""GO:0032543"", ""GO:0062125"")"
"query_1","TRUE","0.0320114022865744","6","3794","6","0.00158144438587243","1","GO:0051081","GO:BP","nuclear membrane disassembly","11884","12607","c(""GO:0030397"", ""GO:0071763"")"
"query_1","TRUE","0.0320114022865744","6","3794","6","0.00158144438587243","1","GO:0006189","GO:BP","'de novo' IMP biosynthetic process","11884","1917","GO:0006188"
"query_1","TRUE","0.033799201789417","13","3794","10","0.00263574064312072","0.769230769230769","GO:0042776","GO:BP","proton motive force-driven mitochondrial ATP synthesis","11884","9707","c(""GO:0006119"", ""GO:0015986"")"
"query_1","TRUE","0.033799201789417","13","3794","10","0.00263574064312072","0.769230769230769","GO:0043248","GO:BP","proteasome assembly","11884","9916","GO:0065003"
"query_1","TRUE","0.0348003723079614","41","3794","23","0.00606220347917765","0.560975609756098","GO:2000278","GO:BP","regulation of DNA biosynthetic process","11884","23736","c(""GO:0010556"", ""GO:0051052"", ""GO:0071897"")"
"query_1","TRUE","0.0354023655280653","410","3794","160","0.0421718502899315","0.390243902439024","GO:0006886","GO:BP","intracellular protein transport","11884","2411","c(""GO:0008104"", ""GO:0015031"", ""GO:0046907"")"
"query_1","TRUE","0.0360535956031406","17","3794","12","0.00316288877174486","0.705882352941177","GO:0009168","GO:BP","purine ribonucleoside monophosphate biosynthetic process","11884","3182","c(""GO:0009127"", ""GO:0009156"", ""GO:0009167"")"
"query_1","TRUE","0.0360535956031406","17","3794","12","0.00316288877174486","0.705882352941177","GO:2000573","GO:BP","positive regulation of DNA biosynthetic process","11884","23987","c(""GO:0010557"", ""GO:0051054"", ""GO:0071897"", ""GO:2000278"")"
