"","AGAL_control_differentiated_1","AGAL_control_undifferentiated_1","AGAL_control_differentiated_2","AGAL_control_undifferentiated_2","AGAL_control_differentiated_3","AGAL_control_undifferentiated_3","AGAL_knockout_differentiated_1","AGAL_knockout_undifferentiated_1","AGAL_knockout_differentiated_2","AGAL_knockout_undifferentiated_2","AGAL_knockout_differentiated_3","AGAL_knockout_undifferentiated_3"
"ENSBTAG00000008409",1178.63993075228,3410.75159323676,1834.02358886143,3404.13702543921,1117.46804890876,3687.7190642811,1553.72950598966,2776.16918648853,1344.82061617851,2791.31378696916,1391.01897964561,2295.49506993488
"ENSBTAG00000008411",669.676092144892,955.112030226048,1023.30819633113,986.062722447284,631.062999633265,768.105325804924,991.447008135121,808.393449660413,849.336090543779,884.191430951949,586.15102754156,830.139111482556
"ENSBTAG00000008412",392.247733680195,559.466821575719,417.702204404824,628.285172244029,440.911778670062,693.179982974662,638.001962149612,658.135112388371,506.144669325324,640.152982985348,424.71713390703,642.12594169085
"ENSBTAG00000008414",3573.4326360712,3459.72779930288,3560.5519140046,3425.16075794868,3210.52572092485,3327.41252160242,3063.66548909396,2944.75281077813,3233.99540271973,3635.81995437789,3801.03360252208,3419.16110034911
"ENSBTAG00000008416",189.043063850143,205.011137760572,170.468594876247,159.695238416962,165.550620468139,188.601493188833,175.967013477356,163.508491971715,287.77107926745,206.988715859577,424.479985983069,181.240868183572
"ENSBTAG00000008417",1536.08641386413,2264.1565690176,1637.41155466619,2226.69468340919,1756.54012693788,2400.13385147456,1741.88381624696,2656.81157762725,1574.1387123986,2445.7145218031,1454.88692939126,2026.49507397677
"ENSBTAG00000008421",870.946762107478,804.594013245051,899.245484598974,908.038784705586,810.783788091445,895.519538904419,854.557516702228,727.809911954697,951.72445367845,798.736654586073,946.22613740584,896.596242276561
"ENSBTAG00000008423",181.371202593746,530.806141249485,227.682937843996,493.983050330994,259.730059519073,473.123586631244,136.416450904906,605.15295008147,186.28811369449,545.891582551811,196.040361451416,363.092821923203
"ENSBTAG00000008424",3077.57564203417,3156.85062488606,3230.66777565529,3456.54725392735,3108.30155008981,3286.33706904035,3315.35382178813,4521.93170024218,3332.41524091173,2874.5718762881,4191.37287960874,2607.12484226093
"ENSBTAG00000008428",7.35174256058849,50.9273994313961,8.51803077671923,17.8484311375162,4.4493687887552,13.4398062540141,23.1626708711054,52.1878391972565,6.137574199139,43.6344637626688,3.32293154800241,35.8334285142397
"ENSBTAG00000008429",364.492311251607,447.600591051592,419.192215650383,490.682797729939,273.137438317807,539.708625993186,347.829923748137,381.781376197073,439.13581894884,440.610311185853,918.122853813264,444.163203770225
"ENSBTAG00000008432",2819.57222360353,4084.12349226169,3511.23892105168,3717.74099342092,3037.21948254298,3687.30108652014,3487.00599092203,3642.17017346502,2964.74743141315,3726.61324095957,2770.25713900493,3924.93172207534
"ENSBTAG00000008433",576.663117142674,412.4808872353,517.262396387552,355.348663148029,529.62513866613,658.570588071526,507.441411811747,384.776993672361,372.999236066238,331.304583339022,405.39896212683,391.58519703858
"ENSBTAG00000008434",101.012127211376,30.9425733099541,56.9480210772721,26.0325315655791,43.6892798416496,16.4446669074221,77.8828678560386,32.1334859820972,79.1940990138478,17.0785025318384,41.8457280799568,52.1539178282498
"ENSBTAG00000008435",637.577753339202,946.082466143591,600.223840113276,841.546974113973,704.542970226382,887.515590346513,769.855547808524,1152.37990589323,682.78770472214,887.223898561489,732.333792897016,938.180338667676
"ENSBTAG00000008436",201.638959957764,1334.16531443623,294.978644277345,1214.97769800149,117.813348602841,1402.86909461233,613.282044565582,1627.42637752195,307.250597918266,1261.17577213987,164.514136010325,1362.30667247108
"ENSBTAG00000008437",15.1026909166357,12.818215569476,6.2514999620549,0,7.32170843657858,0,4.85930406247112,1.68157397467358,11.2400379489575,2.58829640057433,6.38043145731401,3.81258484503611
"ENSBTAG00000008438",1977.67112108338,1703.74422216217,1650.80082411134,1597.8904572562,1935.39572663719,1567.42564732511,1876.68507121687,1638.74513238796,1926.30190234207,1703.3446589357,1828.35981337018,1455.5647691583
"ENSBTAG00000008439",383.850189830099,424.113693147532,264.68691038783,425.213330908753,443.646236186831,416.185164590968,449.675284394849,444.022333166877,393.163601639236,506.775845390189,358.693243519216,479.129317752861
"ENSBTAG00000008441",57.7828332717939,160.343408666156,58.0854158269538,182.877255844342,55.2990205412723,155.247388127593,46.0680051315276,208.632796568078,66.6932013807159,168.818169940031,61.8428050861921,159.796297478289
"ENSBTAG00000008442",2134.92163206274,2782.96329842711,2250.73421049539,3015.5228829093,1839.40507301801,3005.53617500581,2366.44666781024,2742.72035736734,2595.843831581,2266.22695900756,2745.77289280155,2311.34230273477
"ENSBTAG00000008443",6335.37696636202,5839.48356767334,6402.9561809595,6376.53041183709,6182.41613045846,6111.33157474432,6005.45218204041,6459.94449767819,6087.28735244321,5931.39439455251,5963.60220502642,6558.10334370695
"ENSBTAG00000008446",824.774492208122,581.725247796881,714.924730970168,533.052100219708,874.011986393203,541.67329745656,656.33082011157,670.810238550421,708.197520506534,508.289608045153,704.79899473743,413.622315490882
"ENSBTAG00000008448",460.223203252355,802.636651829085,514.856307334836,817.132368943858,447.860903431885,986.144083916215,664.507355617384,1113.66693164216,476.711497609724,918.399257704392,476.908396518893,895.533213743855
"ENSBTAG00000008453",271.102305461498,1005.67698081403,443.251876734497,949.761467499167,334.672264553301,979.011028519905,584.178617378464,1330.94773332407,302.468460205558,1032.33084750482,253.603160093308,876.646056999992
"ENSBTAG00000008457",2461.63202449676,1562.06380536995,2148.97357685351,1354.05322344091,2023.31727414573,1373.4878909225,1841.90211474384,1469.57835771628,2148.80667139006,1432.92734482702,2088.00471243686,1341.06629628794
"ENSBTAG00000008461",1093.63896078266,1226.23885426994,1060.08334633527,1168.90786593021,1029.10138229474,1130.65606913074,994.083806006129,1350.00892375507,998.65301499509,1266.64901893847,1107.79631249991,1225.04325422997
"ENSBTAG00000008462",88.8011311384448,121.73878286146,109.403235419803,120.533089024827,82.5107650260643,112.850168473739,38.0957057506315,73.8063055694045,80.7706955554058,105.6809315336,64.7981679702275,100.867928962888
"ENSBTAG00000008464",63.3157009847161,69.2280538151475,44.1129941731126,82.1233248808393,80.4574954298935,59.416643197901,93.6767078959545,74.7165301554813,56.0850918427137,58.7634565522939,56.2366375104389,24.4621107180596
"ENSBTAG00000008467",143.403970818975,283.391402027059,172.994798222083,174.149365470232,142.720654156853,214.415898901038,17.1570233810492,3.30026547980615,162.091714667055,281.297679602844,165.397957881633,289.102091685773
"ENSBTAG00000008470",582.527890170279,1374.21905065771,777.108660974821,1271.97092315528,663.137311695993,1737.99036257904,1043.97940114107,1624.5289650583,736.403526507685,1525.43953025456,690.001924088322,1504.0879421358
"ENSBTAG00000008472",1425.81585751088,1375.24269794208,1221.55206257577,1239.41988458799,1378.81742484319,1527.7832307754,1366.22650562097,1392.22155749516,1191.47122272915,1420.44942835662,1205.52524149923,1371.80737685335
"ENSBTAG00000008480",855.692669987385,846.656118482831,884.780071441015,958.224465995669,1054.07613689186,1192.04230444352,1162.13208249712,1403.44558023587,1019.12940447152,974.490920026264,1045.26712188334,1088.25394538283
"ENSBTAG00000008482",7430.2353600135,9270.81302255301,7934.35008210298,9676.77242839506,7715.04001792791,8938.29088099057,6790.97619570486,9157.89785683926,7527.37814153801,9303.57287545494,7126.52991356017,9554.23198234826
"ENSBTAG00000008483",151.022928237262,44.3859867537052,197.34427444459,56.695073123234,179.398658944533,61.4452146768263,154.28023878293,47.105408755123,226.729373989715,83.7012659611272,231.54356773792,84.8626919645065
"ENSBTAG00000008484",408.320771244057,493.417200818359,436.968333587335,347.284475016018,318.726202572024,472.72024255691,448.389570220313,515.096626411342,378.642499420952,526.436740185626,330.967464725611,377.818248519567
"ENSBTAG00000008487",26.4901662021434,9.84713214315103,31.3589919449057,7.23046037088769,29.3194289938652,10.2213423340364,9.73997417422726,8.3878012642259,14.045096298353,6.04243136934899,27.3712517739814,6.6604976413711
"ENSBTAG00000008490",831.682729174333,750.232682878816,803.864896303822,622.914135013091,729.037742844388,706.970101224548,798.925118040505,763.559569284936,755.972032708145,751.403674052535,769.361087505942,757.773700897971
"ENSBTAG00000008492",1039.30961824645,574.15096455505,775.731210476489,634.563183728099,801.723309440907,683.703818303021,766.378456403023,562.895802225635,768.300593080182,543.608164541431,724.65278704878,772.503335151585
"ENSBTAG00000008498",727.868889071305,2956.52012604845,1001.42097169568,2927.52027114575,854.017614767871,2818.90185764719,1329.08255625425,3389.19081565207,888.715140134841,3196.40588383214,1123.67967711255,3016.11149505777
"ENSBTAG00000008499",142.185154456936,862.021813441869,190.487852755004,868.80121783352,47.0846709286657,927.835629528513,368.608758611712,1249.35095813363,140.903321373352,1102.89108898771,90.3503291418297,1010.96390021691
"ENSBTAG00000008502",44.4644272465994,92.0910684260206,52.5041258388107,76.8916176658138,35.5370591758742,69.4400702845291,37.9982362735149,68.1860650051763,41.1230862054897,50.1208862715844,40.2486110732367,56.7240420861932
"ENSBTAG00000008504",14.0600199441769,1.99808894671661,12.1840285234731,7.33413631886366,5.93824561295957,2.48690272140296,9.8695909394661,20.414927792906,21.8418445005809,7.87686897766312,18.4982566939609,3.86193736212857
"ENSBTAG00000008507",1126.74250951944,1495.58674646709,1852.14317308598,2012.98560820903,2074.5099120849,1973.00303705333,1589.70996279074,1768.46996913033,1964.55810450318,1783.9912482438,1670.50102934449,1506.68140684623
"ENSBTAG00000008510",934.321365502623,517.638201674357,721.176584667089,510.138878562888,689.687146260659,570.677955292218,700.083821087642,497.645866347368,796.25455640218,534.178430730783,900.828565390439,534.661002088343
"ENSBTAG00000008518",1292.1253164257,698.607408680416,1139.69972662544,897.67811528186,1353.09774778418,810.171429407719,1279.24082138983,1048.48276605233,1475.06827192455,798.22894683663,1894.18369030043,1108.94693681248
"ENSBTAG00000008520",633.242535228154,1210.67032492705,773.943636498967,1228.87281560136,802.408165751376,1265.4689272509,1001.49109314286,1277.36787704671,674.49097675402,1016.10388716097,641.206774445161,1119.07212457468
"ENSBTAG00000008523",1144.17502428847,1449.34928770026,1248.9297842219,1293.41706078817,1163.0153582988,1234.46135916786,1311.42855694542,1536.98198832569,1233.60781295012,1319.22418132788,1095.89368661947,1541.944673456
"ENSBTAG00000008525",1272.87130456723,700.922657812333,1322.68561647365,758.584590021257,1119.65001565346,581.139739679931,1117.81569453385,582.714228963908,1081.4568363305,585.57357797212,1270.72794004188,690.711489990338
"ENSBTAG00000008527",9793.60233975676,9078.16405256592,8897.55351600235,9127.1853489312,8268.77172956787,9634.46278665489,7727.35721029796,8697.47392229913,9303.16203352118,10652.4345934833,8607.88660867467,9487.01558833789
"ENSBTAG00000008528",1255.01169762619,1191.11157295378,1141.00195566836,1313.37080460406,1473.43068387082,1857.79083750333,2136.98807565842,2044.08662791848,1338.5238214795,1389.53104085514,1259.16738135523,1297.80110439935
"ENSBTAG00000008530",595.815920632512,760.644762781673,612.760384750543,618.083306718675,588.769349050652,845.561864549021,749.111005072294,829.529874434572,549.34877392841,707.32505155119,626.593219991624,522.782602639279
"ENSBTAG00000008533",245.461615177885,160.883866967137,175.262126972277,165.15108038592,238.576604192441,180.894823125428,217.20568845331,137.061464988714,199.904233159351,180.224235621218,220.813781123982,137.660882669904
"ENSBTAG00000008535",132.653577761024,119.599237889443,101.622918824027,128.783698219984,78.9146151422508,84.7950874656105,105.06685444631,118.646559952737,109.189695819435,127.482411656558,122.064793759767,101.097102336442
"ENSBTAG00000008537",199.89005584137,244.48293081802,275.224937767424,298.629145057723,178.32882603183,147.395694808091,171.484052962095,189.892213645158,253.092145670779,220.534893766075,246.946804424798,216.894029701686
"ENSBTAG00000008538",39.440634590105,42.0717046235704,49.9376908957081,73.6056849646431,29.0934466942829,14.3892820447553,22.9406764217431,30.8540571465464,46.8761140353497,42.2131503154169,45.3041457463361,66.3597791403034
"ENSBTAG00000008539",101.095299187936,141.61629982194,249.729537792863,343.182075559079,238.407395762663,343.611742847406,175.619581818719,143.117320810243,170.335003894918,187.36601548805,151.554814129768,260.28578611852
"ENSBTAG00000008541",494.325041188376,1103.97474477008,313.079930229259,903.152643213782,549.675761681465,1388.86870554744,557.72235911038,2002.09529751917,262.782403795791,921.727867107973,156.291627055441,593.990539340394
"ENSBTAG00000008543",778.947413250793,1147.13667568492,825.440716628754,1102.68475489925,315.522609358153,617.994682415345,605.294013062355,1080.45678315109,870.244049057699,1031.04715145378,824.623344570109,1088.93434426109
"ENSBTAG00000008544",198.684834378773,192.362314145752,462.537798942379,422.231024819417,437.805444566812,528.850065045216,235.645857275752,202.357284682367,563.061688268588,415.917288662821,505.91604048546,440.381661006311
"ENSBTAG00000008545",1293.31948768914,751.426461618546,1402.53283566781,674.437630599494,1156.58228196154,692.29897152916,1274.74062778442,767.485649262204,1227.04760924607,677.588111790669,1498.0244704143,954.071992234477
"ENSBTAG00000008548",1487.40601368134,3513.20636699145,1314.31486798071,2909.51781477063,1530.52767617318,3812.68911253485,1427.19301792199,3292.47526841729,1690.0276958314,3441.93279755361,1624.87755375585,3204.64459373497
