"","AGAL_control_differentiated_1","AGAL_control_undifferentiated_1","AGAL_control_differentiated_2","AGAL_control_undifferentiated_2","AGAL_control_differentiated_3","AGAL_control_undifferentiated_3","AGAL_knockout_differentiated_1","AGAL_knockout_undifferentiated_1","AGAL_knockout_differentiated_2","AGAL_knockout_undifferentiated_2","AGAL_knockout_differentiated_3","AGAL_knockout_undifferentiated_3"
"ENSBTAG00000000039",181.93291581211,113.894815526075,172.249572037614,182.633580929914,171.433553694855,117.833110933232,214.000665810535,193.840663808309,217.319386090592,157.353437177792,180.103622340135,171.724664514625
"ENSBTAG00000000040",524.920373980762,305.192852729694,411.43675964404,222.90934954415,618.235653002213,222.257281987981,425.032596676504,326.999628295147,502.774101996996,281.41791948384,428.865778760723,224.490256503162
"ENSBTAG00000000042",3005.03919773445,1968.19853079505,2918.23742428492,2200.64525704488,3299.42519472636,2326.5025854201,3550.26996431802,1540.83832429814,3113.59879837036,1709.38055793791,2728.94095415965,2886.09924152448
"ENSBTAG00000000046",136.196406820186,233.424872507041,109.263198416563,214.529979424648,80.6183396900536,209.586710805001,97.3732241794382,276.055100572739,195.709395659184,196.802109593244,428.770879548111,208.432607590564
"ENSBTAG00000000049",175.205011971304,213.727071148724,161.965714373598,200.078527056864,131.80134486867,285.503797719956,231.092759813463,302.345913851114,134.998571849832,262.526028030648,189.708781430039,205.635570526263
"ENSBTAG00000000050",331.213524697943,497.71190351684,278.127211944205,470.379687567897,391.377634942652,692.824143414576,379.786602107403,619.020190369871,371.715193077594,473.761154713218,368.988689353441,547.901678379937
"ENSBTAG00000000052",138.579191637842,67.0227739921457,288.85552077974,185.685070641329,195.351874519624,145.809293475597,863.355890275422,295.719056837417,223.859745454518,167.428748656228,311.882351645995,283.881486542725
"ENSBTAG00000000054",295.80178432203,176.536698836322,209.895854665447,156.805072234899,235.554081962411,162.97839979538,301.319012099475,158.948625805526,229.530370011747,151.01124544075,343.690078381147,224.995358269628
"ENSBTAG00000000056",561.197612862971,598.215584544149,635.182145524527,617.304902852793,596.744258956077,768.7012585066,809.153754995277,710.432931663325,576.414832813967,673.261329151215,531.57281792702,823.839594958371
"ENSBTAG00000000057",2557.06853574439,1082.07058504286,2167.05018869446,1054.44659470844,2230.48154717743,1072.7924963359,3132.69693761312,508.716737942851,2669.72124034879,899.543038629971,2257.57519490249,997.828409808529
"ENSBTAG00000000061",3886.24430501311,3182.45769118995,4768.66641294953,3867.99457202594,4941.98257790936,3224.34415581894,3348.23013642806,2172.29547298532,3830.41827823809,3406.25541533314,3472.61742255727,3292.70407144484
"ENSBTAG00000000062",26.7229945266109,55.2956325206774,104.975866482427,176.664973917703,58.5557495988074,227.661761772454,13.6511495193272,25.7041169221882,70.7111677719051,150.591665163704,42.8042915406587,47.9107328798214
"ENSBTAG00000000064",260.642283919986,1438.58383324576,302.036063915717,1275.9727932306,225.822670500451,1689.05935165368,369.474141543029,1725.03542321262,251.057036047093,1423.02856810223,249.82109212762,1433.44097296164
"ENSBTAG00000000065",506.20256535312,470.254225810871,553.086873089798,341.196794091716,496.722667860271,366.515647422443,538.166426790095,473.78337422362,494.434562510457,470.240038278185,628.21540796791,370.32610758384
"ENSBTAG00000000067",18.9873711504651,88.4026547775598,47.7277131546189,75.8059734551322,30.5876616809327,84.9341562995379,68.4068919466527,92.7088770899842,39.2908405418972,68.2288691739613,30.147202275035,88.2092089874174
"ENSBTAG00000000072",893.00441137297,1063.5697796086,977.356836848132,984.59175311415,880.764313625105,1278.62903500038,858.249985203495,1042.73656232753,1003.78313496539,1276.65929684792,902.30409552381,941.122398175781
"ENSBTAG00000000073",1868.51833426052,2248.04888572049,2015.56089573652,2341.75193687103,1797.35108464173,1874.29648373417,1643.46343073753,2015.9131312647,2089.41179736921,2021.74986141116,1598.39422913222,2112.08641548956
"ENSBTAG00000000074",222.593113072388,204.399538051664,223.898267955377,148.769777316671,174.785653128592,178.233416994981,189.115472158272,122.029104982363,149.282145336209,122.142810232962,116.960712603551,136.207761945086
"ENSBTAG00000000076",2053.9772877319,585.458661340236,1571.98377536492,608.796507318417,2386.95307672865,502.257798457557,2200.04002834597,637.82409580394,1511.59496655644,529.444000369153,1698.19726234398,482.076173055921
"ENSBTAG00000000077",1243.52714684205,1943.66742043655,1265.71707383528,2053.93364188083,1411.50290889818,2258.25011396193,1186.76686080339,2333.66767145138,1348.98123242374,2178.99729444568,1286.83855530049,2268.58902634192
"ENSBTAG00000000078",1687.0369346012,2109.90645137034,2149.31674857561,2241.82695961141,1722.54985319908,1836.37515449136,2424.44457330535,2093.77865809842,2122.44170786841,1930.04743094061,2217.2641643211,2064.24024299038
"ENSBTAG00000000079",267.320079021243,320.101342575495,197.996337457878,197.432618603789,185.357586841394,238.037674568505,286.218149786232,292.008272415418,237.497649948186,249.825888042174,216.363736368844,235.304883024012
"ENSBTAG00000000080",383.495948626201,659.833113909808,400.916488974627,807.674382661124,393.407618770076,802.099117008286,440.532146229407,871.152584703436,466.900964801614,928.327947799609,475.071454747575,767.858747746095
"ENSBTAG00000000081",1995.81586756117,831.360325198795,1572.70357434332,621.594208447628,1650.2239346906,715.372063450575,1864.47008500578,724.398767764337,1553.6246015258,707.275120068912,1415.12002179175,804.117890911294
"ENSBTAG00000000084",330.082381282089,765.190869747705,426.495480224182,661.087961825467,444.934682762395,777.47051189016,414.515865901037,896.564527101006,471.683751140619,810.659848531987,499.305471467965,711.611065777261
"ENSBTAG00000000087",1366.91159869512,2319.84724015526,1402.17149992751,2441.66623557218,1599.11430519952,1332.17519845703,2827.98583035967,2993.38493883558,1445.98168215643,1990.14990811493,1422.25050920684,1998.65548303471
"ENSBTAG00000000088",6037.08148240338,9869.67259636103,5852.73763859627,10352.7957581313,4156.66352859686,6868.05196783254,3602.05624254136,7386.20577776109,4440.13555236491,11252.0280471942,3775.50145469062,7771.20719582709
"ENSBTAG00000000090",311.209365011883,240.254024639001,294.89849453294,247.833873601928,267.492903703915,244.963856189286,304.648151128669,218.533569481347,284.348417794262,206.313913029558,267.491067218999,328.181481053128
"ENSBTAG00000000091",1619.01842229321,2307.52617885314,1674.13438742827,2366.77181181272,1762.2178459994,2419.22702446589,2005.96867587054,2860.56753924871,2068.3286967007,2303.42853018953,1974.5790319969,2482.39934127453
"ENSBTAG00000000092",715.238116699819,768.080347381289,632.394260173764,718.880969926799,629.635746724772,713.598890557824,742.71342065902,844.491996796558,730.946017175976,661.391849522856,764.160525912811,616.525092169561
"ENSBTAG00000000094",607.066929448512,946.058060700628,575.29418102424,878.320889166847,707.891568641853,1706.58371275186,690.404394118395,1354.24062296657,678.186596620711,1187.41762858867,688.36529430328,1025.37992991394
"ENSBTAG00000000095",2.2336372766305,2.61673248094022,1.58629963422617,28.1664100306322,3.24527458454976,5.18250759363774,20.8986643169322,0,25.8852485512447,25.2260281254725,0.774714413043114,18.392856441822
"ENSBTAG00000000097",1561.39290414022,1630.17266506712,1972.0446332035,1611.06878331506,1789.29201766731,1420.64049861414,1809.4271646701,1528.75043647583,1694.48548939367,1537.82416190287,1578.81879740811,1270.71271136213
