"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSBTAG00000058437",120.631603849005,-0.0759894990375988,0.361958995677124,-0.209939523385636,0.833714874349894,0.882280110933011,"ENSBTAG00000058437"
"ENSBTAG00000058480",766.127977076279,-1.97372564767689,0.776887313103933,-2.54055590094678,0.0110676399520222,0.0255036132779387,"EMP1"
"ENSBTAG00000058490",17.4457588650212,0.47993411473289,0.759036046321117,0.632294233006491,0.527194631253141,0.633999372721417,"ENSBTAG00000058490"
"ENSBTAG00000058493",20.2925370620495,-0.821993491966627,0.674231699287442,-1.2191558077666,0.222785061435641,0.325146150239906,"ENSBTAG00000058493"
"ENSBTAG00000058519",15.6335875451506,1.04835685930281,0.819950140616772,1.27856171658709,0.201051438528065,0.298714457855418,"ENSBTAG00000058519"
"ENSBTAG00000058537",13.9391102788186,0.663778943565686,0.893336414790934,0.743033567842445,0.45746135769613,0.569784660379929,"ENSBTAG00000058537"
"ENSBTAG00000058538",979.708944061337,0.383273660847662,0.257802273032318,1.48669620457386,0.13709506558431,0.219359054374286,"ENSBTAG00000058538"
"ENSBTAG00000058591",172.767912668943,1.04642936334583,0.494178179528885,2.11751430292495,0.0342162227138583,0.0681087857457315,"ENSBTAG00000058591"
"ENSBTAG00000058594",13.8647885062663,0.660406358274987,0.803139752842205,0.822280749941585,0.410917130044223,0.52485985674642,"ENSBTAG00000058594"
"ENSBTAG00000058615",546.026574445808,-0.0230944706338069,0.176492465499341,-0.130852444995127,0.895892034516314,0.927326842744957,"ENSBTAG00000058615"
"ENSBTAG00000058624",339.052389266752,0.691804214899662,0.175466629141497,3.94265404358905,8.05848578904052e-05,0.000311849248023907,"ENSBTAG00000058624"
"ENSBTAG00000058670",105.323124752448,0.39818476468877,0.367444843489,1.08365860004425,0.278516198085036,0.3874127483774,"ENSBTAG00000058670"
"ENSBTAG00000058693",17.4568082727977,-0.0229588115668756,0.60010675827442,-0.0382578787029371,0.969482074106836,0.978471676072974,"ENSBTAG00000058693"
"ENSBTAG00000058720",229.988570722373,0.264256508589059,0.200336215170248,1.31906509446877,0.187147351350648,0.282106310667775,"ENSBTAG00000058720"
"ENSBTAG00000058735",60.7431742925299,-2.20755374718453,0.615007372770419,-3.58947525659763,0.000331344278303724,0.00112153139691491,"ENSBTAG00000058735"
"ENSBTAG00000058750",53.2030676941463,-2.59216939636993,0.640676507110304,-4.04598790122897,5.21029240339649e-05,0.000209014586437696,"ENSBTAG00000058750"
"ENSBTAG00000058752",876.266889906149,0.297754879027745,0.123316674687555,2.4145548830453,0.0157544492903642,0.0347754679615627,"BAG5"
"ENSBTAG00000058756",850.514388354198,0.817141456883463,0.214405162653181,3.81120233660259,0.000138292511243755,0.000507746776972102,"ENSBTAG00000058756"
"ENSBTAG00000058760",37.2901460569495,0.483232208207285,0.427964621504698,1.12914055023583,0.258838547642653,0.365566904472646,"ENSBTAG00000058760"
"ENSBTAG00000058767",741.471036554086,-0.10431559701172,0.126575642198056,-0.824136423092323,0.409862046526643,0.523989287104637,"SLC7A5"
"ENSBTAG00000058768",191.124332680535,-0.974026915225349,0.271226939863525,-3.59118793920492,0.000329174151055395,0.00111574572650347,"ENSBTAG00000058768"
"ENSBTAG00000058774",22.9853833680062,-0.304773437568658,0.50245839085254,-0.606564529754469,0.544139945685804,0.649245034419671,"ENSBTAG00000058774"
"ENSBTAG00000058800",130.371794047653,1.02702927313751,0.323758115837996,3.17221166944098,0.00151282698950177,0.00436393730167907,"ENSBTAG00000058800"
"ENSBTAG00000058812",31.5508673664091,0.256088686808573,0.510666809642834,0.501479011310104,0.616034045603135,0.71136325770854,"ENSBTAG00000058812"
"ENSBTAG00000058832",365.799055952449,0.458951682205999,0.184561854234477,2.48670931547384,0.0128930698592611,0.0291839189750862,"ENSBTAG00000058832"
"ENSBTAG00000058852",208.735160390729,-1.20229155982786,1.28638044030532,-0.934631406197759,0.349978287951906,0.465090607691903,"COL25A1"
"ENSBTAG00000058854",29.6941815591751,0.577644393183708,0.588511997021957,0.981533759900831,0.326329594654812,0.439585774257085,"ENSBTAG00000058854"
"ENSBTAG00000058876",310.953874897615,0.247549708661904,0.179413232749987,1.37977397133725,0.167656249135122,0.257584302942328,"ENSBTAG00000058876"
"ENSBTAG00000058887",15.8794708126907,-1.18670571698561,0.713609407210694,-1.66296254644978,0.096319932897399,0.163635020554704,"ENSBTAG00000058887"
"ENSBTAG00000058889",88.3143298743835,0.492145504256541,0.282002935013486,1.74517866004836,0.0809537746457486,0.141145757299418,"TUSC2"
"ENSBTAG00000058903",1558.76108341131,-0.199175563820778,0.205557961462812,-0.968950861369637,0.332569706930453,0.446324948948119,"GNA12"
"ENSBTAG00000058905",18.2871564302015,0.095490155942964,0.604948260849855,0.157848467584345,0.874576205757955,0.911841385127989,"ENSBTAG00000058905"
