"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSBTAG00000004720",614.928090110635,-1.39213920485023,0.249370898535301,-5.58260491912675,2.36942580946889e-08,0.000299163702703542,"SULF1"
"ENSBTAG00000017752",18.8655392610243,4.49242280799996,0.929981993615366,4.83065568886487,1.36084156254037e-06,0.00859099278431737,"DYNLRB2"
